tree_id,road_id,road_name,road_type,species_id,species_arabic,species_english,spacing_m,selection_reason,status,priority,latitude,longitude
KED-AFF-008357,KED-ROAD-02203,طريق ترعه السعرانية,secondary,SP-001,نيم,Neem,8.0,نوع طريق رئيسي/متوسط (secondary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,Proposed,High,31.118036099124282,30.12665374943586
KED-AFF-008358,KED-ROAD-02203,طريق ترعه السعرانية,secondary,SP-001,نيم,Neem,8.0,نوع طريق رئيسي/متوسط (secondary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,Proposed,High,31.118093353782278,30.126704718572938
KED-AFF-008359,KED-ROAD-02203,طريق ترعه السعرانية,secondary,SP-001,نيم,Neem,8.0,نوع طريق رئيسي/متوسط (secondary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,Proposed,High,31.118150608423385,30.12675568777014
KED-AFF-008360,KED-ROAD-02204,طريق ترعه السعرانية,secondary,SP-001,نيم,Neem,8.0,نوع طريق رئيسي/متوسط (secondary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,Proposed,High,31.118148619383767,30.126753917087054
KED-AFF-008361,KED-ROAD-02204,طريق ترعه السعرانية,secondary,SP-001,نيم,Neem,8.0,نوع طريق رئيسي/متوسط (secondary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,Proposed,High,31.11809136474206,30.126702947891943
KED-AFF-008362,KED-ROAD-02204,طريق ترعه السعرانية,secondary,SP-001,نيم,Neem,8.0,نوع طريق رئيسي/متوسط (secondary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,Proposed,High,31.118034110083492,30.12665197875695
KED-AFF-008363,KED-ROAD-02204,طريق ترعه السعرانية,secondary,SP-001,نيم,Neem,8.0,نوع طريق رئيسي/متوسط (secondary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,Proposed,High,31.117976855408042,30.12660100968209
KED-AFF-008364,KED-ROAD-02204,طريق ترعه السعرانية,secondary,SP-001,نيم,Neem,8.0,نوع طريق رئيسي/متوسط (secondary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,Proposed,High,31.11791960071571,30.126550040667347
KED-AFF-008365,KED-ROAD-02204,طريق ترعه السعرانية,secondary,SP-001,نيم,Neem,8.0,نوع طريق رئيسي/متوسط (secondary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,Proposed,High,31.117862346006504,30.126499071712733
KED-AFF-008366,KED-ROAD-02204,طريق ترعه السعرانية,secondary,SP-001,نيم,Neem,8.0,نوع طريق رئيسي/متوسط (secondary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,Proposed,High,31.117805091280406,30.12644810281824
KED-AFF-008367,KED-ROAD-02204,طريق ترعه السعرانية,secondary,SP-001,نيم,Neem,8.0,نوع طريق رئيسي/متوسط (secondary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,Proposed,High,31.11774783653744,30.126397133983872
KED-AFF-008368,KED-ROAD-02204,طريق ترعه السعرانية,secondary,SP-001,نيم,Neem,8.0,نوع طريق رئيسي/متوسط (secondary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,Proposed,High,31.11769058177759,30.126346165209632
KED-AFF-008369,KED-ROAD-02204,طريق ترعه السعرانية,secondary,SP-001,نيم,Neem,8.0,نوع طريق رئيسي/متوسط (secondary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,Proposed,High,31.117633327000856,30.12629519649551
KED-AFF-008370,KED-ROAD-02204,طريق ترعه السعرانية,secondary,SP-001,نيم,Neem,8.0,نوع طريق رئيسي/متوسط (secondary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,Proposed,High,31.117576072207253,30.126244227841507
KED-AFF-008371,KED-ROAD-02204,طريق ترعه السعرانية,secondary,SP-001,نيم,Neem,8.0,نوع طريق رئيسي/متوسط (secondary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,Proposed,High,31.11751881739677,30.126193259247636
KED-AFF-008372,KED-ROAD-02204,طريق ترعه السعرانية,secondary,SP-001,نيم,Neem,8.0,نوع طريق رئيسي/متوسط (secondary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,Proposed,High,31.11746156256941,30.126142290713883
KED-AFF-008373,KED-ROAD-02204,طريق ترعه السعرانية,secondary,SP-001,نيم,Neem,8.0,نوع طريق رئيسي/متوسط (secondary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,Proposed,High,31.11740430772518,30.12609132224025
KED-AFF-008374,KED-ROAD-02204,طريق ترعه السعرانية,secondary,SP-001,نيم,Neem,8.0,نوع طريق رئيسي/متوسط (secondary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,Proposed,High,31.117347052864066,30.12604035382674
KED-AFF-008375,KED-ROAD-02204,طريق ترعه السعرانية,secondary,SP-001,نيم,Neem,8.0,نوع طريق رئيسي/متوسط (secondary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,Proposed,High,31.11728979798607,30.125989385473357
KED-AFF-008376,KED-ROAD-02204,طريق ترعه السعرانية,secondary,SP-001,نيم,Neem,8.0,نوع طريق رئيسي/متوسط (secondary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,Proposed,High,31.117232543091202,30.12593841718009
KED-AFF-008377,KED-ROAD-02204,طريق ترعه السعرانية,secondary,SP-001,نيم,Neem,8.0,نوع طريق رئيسي/متوسط (secondary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,Proposed,High,31.117175288179453,30.125887448946944
KED-AFF-008378,KED-ROAD-02204,طريق ترعه السعرانية,secondary,SP-001,نيم,Neem,8.0,نوع طريق رئيسي/متوسط (secondary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,Proposed,High,31.11711803325083,30.125836480773923
KED-AFF-008379,KED-ROAD-02204,طريق ترعه السعرانية,secondary,SP-001,نيم,Neem,8.0,نوع طريق رئيسي/متوسط (secondary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,Proposed,High,31.117060778305326,30.12578551266102
KED-AFF-008380,KED-ROAD-02204,طريق ترعه السعرانية,secondary,SP-001,نيم,Neem,8.0,نوع طريق رئيسي/متوسط (secondary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,Proposed,High,31.117003523342945,30.12573454460824
KED-AFF-008381,KED-ROAD-02204,طريق ترعه السعرانية,secondary,SP-001,نيم,Neem,8.0,نوع طريق رئيسي/متوسط (secondary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,Proposed,High,31.116944882960752,30.125685881659262
KED-AFF-008382,KED-ROAD-02204,طريق ترعه السعرانية,secondary,SP-001,نيم,Neem,8.0,نوع طريق رئيسي/متوسط (secondary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,Proposed,High,31.11688401121851,30.12564093129738
KED-AFF-008383,KED-ROAD-02204,طريق ترعه السعرانية,secondary,SP-001,نيم,Neem,8.0,نوع طريق رئيسي/متوسط (secondary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,Proposed,High,31.116823139463595,30.12559598099105
KED-AFF-008384,KED-ROAD-02204,طريق ترعه السعرانية,secondary,SP-001,نيم,Neem,8.0,نوع طريق رئيسي/متوسط (secondary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,Proposed,High,31.11676226769599,30.12555103074027
KED-AFF-008385,KED-ROAD-02204,طريق ترعه السعرانية,secondary,SP-001,نيم,Neem,8.0,نوع طريق رئيسي/متوسط (secondary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,Proposed,High,31.116701395915708,30.125506080545048
KED-AFF-008386,KED-ROAD-02204,طريق ترعه السعرانية,secondary,SP-001,نيم,Neem,8.0,نوع طريق رئيسي/متوسط (secondary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,Proposed,High,31.116640524122747,30.125461130405377
KED-AFF-008387,KED-ROAD-02204,طريق ترعه السعرانية,secondary,SP-001,نيم,Neem,8.0,نوع طريق رئيسي/متوسط (secondary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,Proposed,High,31.116579652317103,30.125416180321256
KED-AFF-008388,KED-ROAD-02204,طريق ترعه السعرانية,secondary,SP-001,نيم,Neem,8.0,نوع طريق رئيسي/متوسط (secondary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,Proposed,High,31.116518780498783,30.125371230292686
KED-AFF-008389,KED-ROAD-02204,طريق ترعه السعرانية,secondary,SP-001,نيم,Neem,8.0,نوع طريق رئيسي/متوسط (secondary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,Proposed,High,31.116457908667766,30.12532628031967
KED-AFF-008390,KED-ROAD-02204,طريق ترعه السعرانية,secondary,SP-001,نيم,Neem,8.0,نوع طريق رئيسي/متوسط (secondary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,Proposed,High,31.116397036824083,30.125281330402203
KED-AFF-008391,KED-ROAD-02204,طريق ترعه السعرانية,secondary,SP-001,نيم,Neem,8.0,نوع طريق رئيسي/متوسط (secondary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,Proposed,High,31.116334988959725,30.125239289511313
KED-AFF-008392,KED-ROAD-02205,"طريق كفر الدوار, ابو المطامير",secondary,SP-001,نيم,Neem,8.0,نوع طريق رئيسي/متوسط (secondary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,Proposed,High,31.118127478795813,30.126394938789613
KED-AFF-008393,KED-ROAD-02205,"طريق كفر الدوار, ابو المطامير",secondary,SP-001,نيم,Neem,8.0,نوع طريق رئيسي/متوسط (secondary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,Proposed,High,31.118070141942813,30.12634409464804
KED-AFF-008394,KED-ROAD-02205,"طريق كفر الدوار, ابو المطامير",secondary,SP-001,نيم,Neem,8.0,نوع طريق رئيسي/متوسط (secondary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,Proposed,High,31.118012805073036,30.126293250566516
KED-AFF-008395,KED-ROAD-02205,"طريق كفر الدوار, ابو المطامير",secondary,SP-001,نيم,Neem,8.0,نوع طريق رئيسي/متوسط (secondary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,Proposed,High,31.117955468186477,30.126242406545035
KED-AFF-008396,KED-ROAD-02205,"طريق كفر الدوار, ابو المطامير",secondary,SP-001,نيم,Neem,8.0,نوع طريق رئيسي/متوسط (secondary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,Proposed,High,31.117898131283145,30.126191562583603
KED-AFF-008397,KED-ROAD-02205,"طريق كفر الدوار, ابو المطامير",secondary,SP-001,نيم,Neem,8.0,نوع طريق رئيسي/متوسط (secondary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,Proposed,High,31.117840794362998,30.126140718682212
KED-AFF-008398,KED-ROAD-02205,"طريق كفر الدوار, ابو المطامير",secondary,SP-001,نيم,Neem,8.0,نوع طريق رئيسي/متوسط (secondary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,Proposed,High,31.117783457426086,30.126089874840865
KED-AFF-008399,KED-ROAD-02205,"طريق كفر الدوار, ابو المطامير",secondary,SP-001,نيم,Neem,8.0,نوع طريق رئيسي/متوسط (secondary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,Proposed,High,31.117726120472376,30.126039031059562
KED-AFF-008400,KED-ROAD-02205,"طريق كفر الدوار, ابو المطامير",secondary,SP-001,نيم,Neem,8.0,نوع طريق رئيسي/متوسط (secondary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,Proposed,High,31.117668783501905,30.125988187338308
KED-AFF-008401,KED-ROAD-02205,"طريق كفر الدوار, ابو المطامير",secondary,SP-001,نيم,Neem,8.0,نوع طريق رئيسي/متوسط (secondary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,Proposed,High,31.117611446514633,30.125937343677094
KED-AFF-008402,KED-ROAD-02205,"طريق كفر الدوار, ابو المطامير",secondary,SP-001,نيم,Neem,8.0,نوع طريق رئيسي/متوسط (secondary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,Proposed,High,31.117554109510582,30.12588650007593
KED-AFF-008403,KED-ROAD-02205,"طريق كفر الدوار, ابو المطامير",secondary,SP-001,نيم,Neem,8.0,نوع طريق رئيسي/متوسط (secondary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,Proposed,High,31.11749677248975,30.1258356565348
KED-AFF-008404,KED-ROAD-02205,"طريق كفر الدوار, ابو المطامير",secondary,SP-001,نيم,Neem,8.0,نوع طريق رئيسي/متوسط (secondary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,Proposed,High,31.117439435452127,30.125784813053723
KED-AFF-008405,KED-ROAD-02205,"طريق كفر الدوار, ابو المطامير",secondary,SP-001,نيم,Neem,8.0,نوع طريق رئيسي/متوسط (secondary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,Proposed,High,31.117382098397727,30.12573396963268
KED-AFF-008406,KED-ROAD-02205,"طريق كفر الدوار, ابو المطامير",secondary,SP-001,نيم,Neem,8.0,نوع طريق رئيسي/متوسط (secondary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,Proposed,High,31.117324761326547,30.125683126271685
KED-AFF-008407,KED-ROAD-02205,"طريق كفر الدوار, ابو المطامير",secondary,SP-001,نيم,Neem,8.0,نوع طريق رئيسي/متوسط (secondary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,Proposed,High,31.117267424238584,30.125632282970734
KED-AFF-008408,KED-ROAD-02206,"طريق كفر الدوار, ابو المطامير",secondary,SP-001,نيم,Neem,8.0,نوع طريق رئيسي/متوسط (secondary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,Proposed,High,31.11727732169097,30.125641059468848
KED-AFF-008409,KED-ROAD-02206,"طريق كفر الدوار, ابو المطامير",secondary,SP-001,نيم,Neem,8.0,نوع طريق رئيسي/متوسط (secondary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,Proposed,High,31.117334658776056,30.12569190278016
KED-AFF-008410,KED-ROAD-02206,"طريق كفر الدوار, ابو المطامير",secondary,SP-001,نيم,Neem,8.0,نوع طريق رئيسي/متوسط (secondary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,Proposed,High,31.117391995844343,30.125742746151523
KED-AFF-008411,KED-ROAD-02206,"طريق كفر الدوار, ابو المطامير",secondary,SP-001,نيم,Neem,8.0,نوع طريق رئيسي/متوسط (secondary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,Proposed,High,31.11744933289584,30.12579358958293
KED-AFF-008412,KED-ROAD-02206,"طريق كفر الدوار, ابو المطامير",secondary,SP-001,نيم,Neem,8.0,نوع طريق رئيسي/متوسط (secondary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,Proposed,High,31.117506669930567,30.12584443307437
KED-AFF-008413,KED-ROAD-02206,"طريق كفر الدوار, ابو المطامير",secondary,SP-001,نيم,Neem,8.0,نوع طريق رئيسي/متوسط (secondary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,Proposed,High,31.11756400694851,30.125895276625865
KED-AFF-008414,KED-ROAD-02206,"طريق كفر الدوار, ابو المطامير",secondary,SP-001,نيم,Neem,8.0,نوع طريق رئيسي/متوسط (secondary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,Proposed,High,31.11762134394966,30.125946120237398
KED-AFF-008415,KED-ROAD-02206,"طريق كفر الدوار, ابو المطامير",secondary,SP-001,نيم,Neem,8.0,نوع طريق رئيسي/متوسط (secondary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,Proposed,High,31.11767868093403,30.125996963908975
KED-AFF-008416,KED-ROAD-02206,"طريق كفر الدوار, ابو المطامير",secondary,SP-001,نيم,Neem,8.0,نوع طريق رئيسي/متوسط (secondary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,Proposed,High,31.117736017901613,30.126047807640592
KED-AFF-008417,KED-ROAD-02206,"طريق كفر الدوار, ابو المطامير",secondary,SP-001,نيم,Neem,8.0,نوع طريق رئيسي/متوسط (secondary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,Proposed,High,31.11779335485241,30.126098651432258
KED-AFF-008418,KED-ROAD-02206,"طريق كفر الدوار, ابو المطامير",secondary,SP-001,نيم,Neem,8.0,نوع طريق رئيسي/متوسط (secondary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,Proposed,High,31.11785069178644,30.12614949528397
KED-AFF-008419,KED-ROAD-02206,"طريق كفر الدوار, ابو المطامير",secondary,SP-001,نيم,Neem,8.0,نوع طريق رئيسي/متوسط (secondary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,Proposed,High,31.117908028703663,30.126200339195726
KED-AFF-008420,KED-ROAD-02206,"طريق كفر الدوار, ابو المطامير",secondary,SP-001,نيم,Neem,8.0,نوع طريق رئيسي/متوسط (secondary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,Proposed,High,31.117965365604118,30.12625118316753
KED-AFF-008421,KED-ROAD-02206,"طريق كفر الدوار, ابو المطامير",secondary,SP-001,نيم,Neem,8.0,نوع طريق رئيسي/متوسط (secondary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,Proposed,High,31.118022702487778,30.12630202719937
KED-AFF-008422,KED-ROAD-02206,"طريق كفر الدوار, ابو المطامير",secondary,SP-001,نيم,Neem,8.0,نوع طريق رئيسي/متوسط (secondary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,Proposed,High,31.118080039354652,30.126352871291264
KED-AFF-008423,KED-ROAD-02206,"طريق كفر الدوار, ابو المطامير",secondary,SP-001,نيم,Neem,8.0,نوع طريق رئيسي/متوسط (secondary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,Proposed,High,31.118137376204757,30.126403715443196
KED-AFF-008424,KED-ROAD-02207,شارع فرج فراج,residential,SP-005,كازوارينا,Casuarina,7.0,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,Proposed,Medium,31.118267664474892,30.12597707879845
KED-AFF-008425,KED-ROAD-02207,شارع فرج فراج,residential,SP-005,كازوارينا,Casuarina,7.0,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,Proposed,Medium,31.118319096603432,30.126019575359752
KED-AFF-008426,KED-ROAD-02207,شارع فرج فراج,residential,SP-005,كازوارينا,Casuarina,7.0,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,Proposed,Medium,31.118370528720394,30.12606207196584
KED-AFF-008427,KED-ROAD-02208,شارع فرج فراج,residential,SP-005,كازوارينا,Casuarina,7.0,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,Proposed,Medium,31.118369135607402,30.126060920883315
KED-AFF-008428,KED-ROAD-02208,شارع فرج فراج,residential,SP-005,كازوارينا,Casuarina,7.0,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,Proposed,Medium,31.118317703490124,30.126018424278445
KED-AFF-008429,KED-ROAD-02208,شارع فرج فراج,residential,SP-005,كازوارينا,Casuarina,7.0,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,Proposed,Medium,31.118266271361275,30.125975927718354
KED-AFF-008430,KED-ROAD-02209,شارع الوزان,residential,SP-005,كازوارينا,Casuarina,7.0,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,Proposed,Medium,31.118391416542593,30.126246145051685
KED-AFF-008431,KED-ROAD-02209,شارع الوزان,residential,SP-005,كازوارينا,Casuarina,7.0,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,Proposed,Medium,31.118351999695246,30.126303422715097
KED-AFF-008432,KED-ROAD-02209,شارع الوزان,residential,SP-005,كازوارينا,Casuarina,7.0,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,Proposed,Medium,31.118312582819282,30.126360700331837
KED-AFF-008433,KED-ROAD-02209,شارع الوزان,residential,SP-005,كازوارينا,Casuarina,7.0,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,Proposed,Medium,31.11827316591468,30.126417977901905
KED-AFF-008434,KED-ROAD-02210,شارع الوزان,residential,SP-005,كازوارينا,Casuarina,7.0,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,Proposed,Medium,31.118300983678047,30.12637755530798
KED-AFF-008435,KED-ROAD-02210,شارع الوزان,residential,SP-005,كازوارينا,Casuarina,7.0,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,Proposed,Medium,31.118340400562445,30.126320277704973
KED-AFF-008436,KED-ROAD-02210,شارع الوزان,residential,SP-005,كازوارينا,Casuarina,7.0,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,Proposed,Medium,31.1183798174182,30.126263000055292
KED-AFF-008437,KED-ROAD-02210,شارع الوزان,residential,SP-005,كازوارينا,Casuarina,7.0,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,Proposed,Medium,31.118419234245334,30.12620572235895
KED-AFF-008438,KED-ROAD-02211,طريق البردلة الرئيسى,residential,SP-005,كازوارينا,Casuarina,7.0,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,Proposed,Medium,31.1165540303621,30.12564386089147
