road_id,road_name,road_type,proposed_trees,species_english,species_arabic,selection_reason,estimated_cost_egp,total_length_m,eligible_length_m,excluded_length_m
KED-ROAD-01933,شارع السيد القعيد,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,39.13,27.14,11.99
KED-ROAD-01934,شارع السيد القعيد,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,39.13,27.14,11.99
KED-ROAD-01937,شارع عبد الرازق,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,39.1,27.11,11.99
KED-ROAD-01938,شارع عبد الرازق,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,39.1,27.11,11.99
KED-ROAD-05065,شارع جمعه جامع,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,33.02,21.03,11.99
KED-ROAD-05066,شارع جمعه جامع,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,33.02,21.03,11.99
KED-ROAD-05103,الطريق الدولي,tertiary,3,Neem,نيم,نوع طريق رئيسي/متوسط (tertiary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,1500.0,38.22,26.23,11.99
KED-ROAD-00692,شارع الوحدة العربية,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,34.13,22.14,11.99
KED-ROAD-00693,شارع الوحدة العربية,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,34.13,22.14,11.99
KED-ROAD-05034,شارع على بركه,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,34.42,22.42,12.0
KED-ROAD-05037,شارع شحاته,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,38.51,26.51,11.99
KED-ROAD-04487,شارع صلاح سالم,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,35.11,23.11,12.0
KED-ROAD-04488,شارع صلاح سالم,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,35.11,23.11,12.0
KED-ROAD-01506,شارع مسلم,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,35.61,23.62,12.0
KED-ROAD-01507,شارع مسلم,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,35.61,23.62,12.0
KED-ROAD-01517,شارع احمد عرابى,secondary,3,Neem,نيم,نوع طريق رئيسي/متوسط (secondary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,1500.0,42.75,30.75,12.0
KED-ROAD-00335,عطفه السيدة عائشة,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,38.04,26.06,11.99
KED-ROAD-02605,شارع غريب,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,36.89,24.91,11.99
KED-ROAD-02606,شارع غريب,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,36.89,24.91,11.99
KED-ROAD-04420,حارة 4,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,33.56,21.57,11.99
KED-ROAD-04421,شارع مسجد النور,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,33.09,21.09,11.99
KED-ROAD-01467,شارع ابو ورده,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,38.71,26.71,12.0
KED-ROAD-01468,شارع ابو ورده,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,38.71,26.71,12.0
KED-ROAD-03747,شارع عدلى,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,35.43,23.43,11.99
KED-ROAD-03750,شارع عاطف سالم,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,36.2,24.22,11.99
KED-ROAD-03751,شارع عاطف سالم,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,36.2,24.22,11.99
KED-ROAD-02634,شارع احمد يونس,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,34.87,22.88,11.99
KED-ROAD-04445,شارع عبد اللطيف هيكل,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,37.12,25.13,11.99
KED-ROAD-04446,شارع بورسعيد,secondary,3,Neem,نيم,نوع طريق رئيسي/متوسط (secondary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,1500.0,41.03,29.04,11.99
KED-ROAD-04447,شارع بورسعيد,secondary,3,Neem,نيم,نوع طريق رئيسي/متوسط (secondary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,1500.0,41.03,29.04,11.99
KED-ROAD-01571,شارع 1,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,39.46,27.47,11.99
KED-ROAD-01572,شارع 1,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,39.46,27.47,11.99
KED-ROAD-02572,شارع الجرجاوى,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,34.82,22.84,11.99
KED-ROAD-02573,شارع الجرجاوى,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,34.82,22.84,11.99
KED-ROAD-02584,شارع 10,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,33.72,21.73,11.99
KED-ROAD-02585,شارع 10,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,33.72,21.73,11.99
KED-ROAD-02592,شارع محمد كساب,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,35.42,23.44,11.99
KED-ROAD-02688,شارع الإمام الشافعى,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,33.5,21.51,11.99
KED-ROAD-02689,شارع الإمام الشافعى,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,33.5,21.51,11.99
KED-ROAD-02654,شارع 26 يوليو,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,36.35,24.36,11.99
KED-ROAD-02655,شارع 26 يوليو,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,36.35,24.36,11.99
KED-ROAD-01435,شارع تميم,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,39.11,27.12,11.99
KED-ROAD-01436,شارع تميم,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,39.11,27.12,11.99
KED-ROAD-00200,شارع 102,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,39.27,27.28,11.99
KED-ROAD-00201,شارع على مبروك خفاجه,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,36.76,24.77,11.99
KED-ROAD-03768,شارع عدلى,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,35.43,23.43,11.99
KED-ROAD-02526,حارة خضير,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,39.1,27.11,11.99
KED-ROAD-01398,شارع علاء الدين,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,37.01,25.02,11.99
KED-ROAD-02695,شارع 7,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,34.19,22.19,12.0
KED-ROAD-02678,شارع حفنى ضيف,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,35.31,23.32,11.99
KED-ROAD-02679,شارع جمال الدين الافغانى,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,35.31,23.32,11.99
KED-ROAD-01409,شارع تميم,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,36.53,24.54,11.99
KED-ROAD-01410,شارع تميم,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,36.53,24.54,11.99
KED-ROAD-01413,شارع حمزه,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,33.36,21.37,11.99
KED-ROAD-01414,شارع حمزه,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,33.36,21.37,11.99
KED-ROAD-01418,شارع العيسوي,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,36.08,24.1,11.99
KED-ROAD-01419,شارع العيسوي,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,36.08,24.1,11.99
KED-ROAD-04422,شارع مسجد النور,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,33.09,21.09,11.99
KED-ROAD-04444,شارع عبد اللطيف هيكل,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,37.12,25.13,11.99
KED-ROAD-01609,شارع مسلم,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,38.32,26.32,12.0
KED-ROAD-01610,شارع مسلم,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,38.32,26.32,12.0
KED-ROAD-04419,حارة 4,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,33.56,21.57,11.99
KED-ROAD-03795,الطريق الدولي,tertiary,3,Neem,نيم,نوع طريق رئيسي/متوسط (tertiary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,1500.0,37.85,25.86,11.99
KED-ROAD-02525,حارة خضير,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,39.1,27.11,11.99
KED-ROAD-03802,شارع الاداره الصحيه,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,38.53,26.55,11.99
KED-ROAD-03803,شارع الاداره الصحيه,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,38.53,26.55,11.99
KED-ROAD-01320,شارع 28,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,39.44,27.45,11.99
KED-ROAD-01321,شارع 28,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,39.44,27.45,11.99
KED-ROAD-03732,شارع بورسعيد,secondary,3,Neem,نيم,نوع طريق رئيسي/متوسط (secondary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,1500.0,41.58,29.59,11.99
KED-ROAD-02694,شارع 7,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,34.19,22.19,12.0
KED-ROAD-05331,شارع مسجد السلام,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,33.54,21.13,12.41
KED-ROAD-00334,عطفه السيدة عائشة,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,38.04,26.06,11.99
KED-ROAD-01397,شارع علاء الدين,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,37.01,25.02,11.99
KED-ROAD-03780,شارع عدلى,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,35.89,23.9,11.99
KED-ROAD-03781,شارع عدلى,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,35.89,23.9,11.99
KED-ROAD-05330,شارع مسجد السلام,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,33.54,21.13,12.41
KED-ROAD-02484,شارع العمرجي,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,38.57,26.58,11.99
KED-ROAD-02485,شارع العمرجي,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,38.57,26.58,11.99
KED-ROAD-04411,شارع مسجد التقوى,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,34.43,22.44,11.99
KED-ROAD-04412,شارع مسجد التقوى,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,34.43,22.44,11.99
KED-ROAD-01621,شارع حمزه,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,34.98,23.0,11.99
KED-ROAD-02754,شارع 5,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,38.37,26.38,11.99
KED-ROAD-02755,شارع 5,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,38.37,26.38,11.99
KED-ROAD-03724,شارع التأمين الصحى,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,36.25,24.26,11.99
KED-ROAD-03725,شارع التأمين الصحى,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,36.25,24.26,11.99
KED-ROAD-03728,شارع الشهيد حسنى كامل,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,37.0,25.02,11.99
KED-ROAD-03731,شارع بورسعيد,secondary,3,Neem,نيم,نوع طريق رئيسي/متوسط (secondary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,1500.0,41.58,29.59,11.99
KED-ROAD-01405,شارع علاء الدين,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,39.59,27.6,11.99
KED-ROAD-01406,شارع علاء الدين,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,39.59,27.6,11.99
KED-ROAD-01379,شارع بكر الدكراوي,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,39.07,27.08,11.99
KED-ROAD-01380,شارع بكر الدكراوي,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,39.07,27.08,11.99
KED-ROAD-02771,شارع 5,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,34.08,22.1,11.99
KED-ROAD-04672,شارع صلاح سالم,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,34.23,22.23,12.0
KED-ROAD-04673,شارع صلاح سالم,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,34.23,22.23,12.0
KED-ROAD-01663,شارع الترعه القديمة,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,37.78,25.79,11.99
KED-ROAD-01664,شارع الترعه القديمة,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,37.78,25.79,11.99
KED-ROAD-04394,شارع الزربة,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,34.35,22.37,11.99
KED-ROAD-04395,شارع الزربة,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,34.35,22.37,11.99
KED-ROAD-03850,شارع عدلى,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,39.37,27.38,11.99
KED-ROAD-03851,شارع عدلى,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,39.37,27.38,11.99
KED-ROAD-03854,شارع سلام,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,37.45,25.46,11.99
KED-ROAD-01281,شارع براني,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,34.71,22.72,12.0
KED-ROAD-01282,شارع براني,residential,3,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,1500.0,34.71,22.72,12.0
